RTO_iter	cost	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
47	-2.099278e+02	-4.875775e-06	1.324145e-01	4.140069e-01	2.515124e-01	9.909115e-02	7.999512e-02
48	-2.099479e+02	-4.590660e-06	1.323605e-01	4.141272e-01	2.514793e-01	9.907453e-02	7.999541e-02
49	-2.099669e+02	-4.321982e-06	1.323081e-01	4.142443e-01	2.514472e-01	9.905837e-02	7.999568e-02
50	-2.099850e+02	-4.068705e-06	1.322570e-01	4.143583e-01	2.514159e-01	9.904265e-02	7.999593e-02
51	-2.100021e+02	-3.829866e-06	1.322073e-01	4.144691e-01	2.513855e-01	9.902735e-02	7.999617e-02
52	-2.100184e+02	-3.604571e-06	1.321590e-01	4.145769e-01	2.513559e-01	9.901247e-02	7.999640e-02
53	-2.100339e+02	-3.391982e-06	1.321120e-01	4.146819e-01	2.513271e-01	9.899799e-02	7.999661e-02
54	-2.100485e+02	-3.191324e-06	1.320662e-01	4.147840e-01	2.512990e-01	9.898390e-02	7.999681e-02
55	-2.100625e+02	-3.001872e-06	1.320217e-01	4.148834e-01	2.512717e-01	9.897019e-02	7.999700e-02
56	-2.100757e+02	-2.822948e-06	1.319783e-01	4.149802e-01	2.512451e-01	9.895684e-02	7.999718e-02
57	-2.100883e+02	-2.653922e-06	1.319361e-01	4.150744e-01	2.512193e-01	9.894384e-02	7.999735e-02
58	-2.101003e+02	-2.494202e-06	1.318950e-01	4.151661e-01	2.511941e-01	9.893119e-02	7.999751e-02
59	-2.101116e+02	-2.343236e-06	1.318549e-01	4.152554e-01	2.511695e-01	9.891888e-02	7.999766e-02
60	-2.101224e+02	-2.200511e-06	1.318160e-01	4.153424e-01	2.511456e-01	9.890689e-02	7.999780e-02
61	-2.101327e+02	-2.065543e-06	1.317780e-01	4.154270e-01	2.511224e-01	9.889521e-02	7.999793e-02
62	-2.101424e+02	-1.937880e-06	1.317410e-01	4.155095e-01	2.510997e-01	9.888384e-02	7.999806e-02
63	-2.101517e+02	-1.817100e-06	1.317050e-01	4.155898e-01	2.510776e-01	9.887276e-02	7.999818e-02
64	-2.101605e+02	-1.702806e-06	1.316700e-01	4.156681e-01	2.510561e-01	9.886197e-02	7.999830e-02
65	-2.101689e+02	-1.594626e-06	1.316358e-01	4.157443e-01	2.510352e-01	9.885146e-02	7.999841e-02
66	-2.101768e+02	-1.492212e-06	1.316025e-01	4.158186e-01	2.510148e-01	9.884123e-02	7.999851e-02
67	-2.101844e+02	-1.395237e-06	1.315701e-01	4.158909e-01	2.509949e-01	9.883125e-02	7.999860e-02
68	-2.101916e+02	-1.303394e-06	1.315385e-01	4.159614e-01	2.509755e-01	9.882154e-02	7.999870e-02
69	-2.101984e+02	-1.216395e-06	1.315077e-01	4.160301e-01	2.509567e-01	9.881207e-02	7.999878e-02
70	-2.102050e+02	-1.133969e-06	1.314777e-01	4.160970e-01	2.509383e-01	9.880284e-02	7.999887e-02
71	-2.102112e+02	-1.055861e-06	1.314485e-01	4.161622e-01	2.509203e-01	9.879385e-02	7.999894e-02
72	-2.102170e+02	-9.818335e-07	1.314200e-01	4.162258e-01	2.509029e-01	9.878509e-02	7.999902e-02
73	-2.102227e+02	-9.116600e-07	1.313923e-01	4.162877e-01	2.508858e-01	9.877656e-02	7.999909e-02
74	-2.102280e+02	-8.451292e-07	1.313652e-01	4.163481e-01	2.508692e-01	9.876823e-02	7.999915e-02
75	-2.102331e+02	-7.820418e-07	1.313388e-01	4.164069e-01	2.508531e-01	9.876012e-02	7.999922e-02
76	-2.102379e+02	-7.222107e-07	1.313131e-01	4.164643e-01	2.508373e-01	9.875222e-02	7.999928e-02
77	-2.102425e+02	-6.654587e-07	1.312880e-01	4.165202e-01	2.508219e-01	9.874451e-02	7.999933e-02
78	-2.102469e+02	-6.116199e-07	1.312636e-01	4.165747e-01	2.508069e-01	9.873699e-02	7.999939e-02
79	-2.102510e+02	-5.605375e-07	1.312398e-01	4.166279e-01	2.507923e-01	9.872967e-02	7.999944e-02
80	-2.102550e+02	-5.120630e-07	1.312166e-01	4.166797e-01	2.507780e-01	9.872253e-02	7.999949e-02
