RTO_iter	rho	tr	tr_adjusted	event	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
20	1.028175e+00	1.000000e+00	1.000000e+00	trust region too large	-1.896358e+02	-2.079116e+02	3.955035e+01	3.946028e-07	1.207814e-01	3.797614e-01	2.782732e-01	9.811287e-02	1.230712e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.827969e+01	-4.408226e+01	3.808570e+01	-1.557565e+01	-3.955039e+01	-3.508836e-02	-8.024822e-02	-8.863077e-01
21	1.028314e+00	1.000000e+00	1.000000e+00	trust region too large	-1.893758e+02	-2.080450e+02	3.962471e+01	3.953726e-07	1.205347e-01	3.799801e-01	2.782267e-01	9.804072e-02	1.232178e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.867283e+01	-4.422379e+01	3.810333e+01	-1.565247e+01	-3.962475e+01	-3.524823e-02	-8.059167e-02	-8.871100e-01
22	1.028135e+00	1.000000e+00	1.000000e+00	trust region too large	-1.891188e+02	-2.081704e+02	3.969652e+01	3.961158e-07	1.202964e-01	3.801917e-01	2.781817e-01	9.797116e-02	1.233590e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.905498e+01	-4.436092e+01	3.811980e+01	-1.572707e+01	-3.969655e+01	-3.540246e-02	-8.092427e-02	-8.878839e-01
23	1.027956e+00	1.000000e+00	1.000000e+00	trust region too large	-1.888649e+02	-2.082882e+02	3.976590e+01	3.968335e-07	1.200667e-01	3.803964e-01	2.781380e-01	9.790398e-02	1.234950e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.942651e+01	-4.449333e+01	3.813553e+01	-1.579929e+01	-3.976594e+01	-3.555146e-02	-8.124678e-02	-8.886308e-01
24	1.027786e+00	1.000000e+00	1.000000e+00	trust region too large	-1.886142e+02	-2.083991e+02	3.983298e+01	3.975271e-07	1.198449e-01	3.805944e-01	2.780956e-01	9.783909e-02	1.236261e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.978785e+01	-4.462128e+01	3.815056e+01	-1.586920e+01	-3.983301e+01	-3.569544e-02	-8.155952e-02	-8.893520e-01
25	1.027625e+00	1.000000e+00	1.000000e+00	trust region too large	-1.883669e+02	-2.085034e+02	3.989784e+01	3.981975e-07	1.196308e-01	3.807860e-01	2.780544e-01	9.777638e-02	1.237525e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.013932e+01	-4.474498e+01	3.816494e+01	-1.593689e+01	-3.989787e+01	-3.583461e-02	-8.186286e-02	-8.900486e-01
26	1.027472e+00	1.000000e+00	1.000000e+00	trust region too large	-1.881231e+02	-2.086017e+02	3.996060e+01	3.988458e-07	1.194238e-01	3.809715e-01	2.780145e-01	9.771578e-02	1.238744e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.048126e+01	-4.486462e+01	3.817868e+01	-1.600246e+01	-3.996062e+01	-3.596918e-02	-8.215712e-02	-8.907219e-01
27	1.027328e+00	1.000000e+00	1.000000e+00	trust region too large	-1.878828e+02	-2.086943e+02	4.002132e+01	3.994730e-07	1.192237e-01	3.811512e-01	2.779758e-01	9.765718e-02	1.239921e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.081396e+01	-4.498039e+01	3.819183e+01	-1.606599e+01	-4.002135e+01	-3.609933e-02	-8.244265e-02	-8.913727e-01
28	1.027190e+00	1.000000e+00	1.000000e+00	trust region too large	-1.876461e+02	-2.087815e+02	4.008011e+01	4.000799e-07	1.190303e-01	3.813253e-01	2.779382e-01	9.760050e-02	1.241058e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.113772e+01	-4.509243e+01	3.820443e+01	-1.612756e+01	-4.008013e+01	-3.622526e-02	-8.271975e-02	-8.920021e-01
29	1.027059e+00	1.000000e+00	1.000000e+00	trust region too large	-1.874131e+02	-2.088638e+02	4.013703e+01	4.006674e-07	1.188431e-01	3.814940e-01	2.779017e-01	9.754565e-02	1.242156e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.145281e+01	-4.520091e+01	3.821649e+01	-1.618723e+01	-4.013705e+01	-3.634715e-02	-8.298874e-02	-8.926110e-01
30	1.026935e+00	1.000000e+00	1.000000e+00	trust region too large	-1.871839e+02	-2.089413e+02	4.019217e+01	4.012363e-07	1.186620e-01	3.816575e-01	2.778663e-01	9.749257e-02	1.243217e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.175952e+01	-4.530597e+01	3.822805e+01	-1.624510e+01	-4.019219e+01	-3.646515e-02	-8.324991e-02	-8.932002e-01
31	1.026817e+00	1.000000e+00	1.000000e+00	trust region too large	-1.869584e+02	-2.090145e+02	4.024559e+01	4.017874e-07	1.184867e-01	3.818160e-01	2.778318e-01	9.744118e-02	1.244242e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.205809e+01	-4.540774e+01	3.823914e+01	-1.630121e+01	-4.024561e+01	-3.657942e-02	-8.350352e-02	-8.937706e-01
32	1.026704e+00	1.000000e+00	1.000000e+00	trust region too large	-1.867367e+02	-2.090836e+02	4.029736e+01	4.023213e-07	1.183170e-01	3.819697e-01	2.777984e-01	9.739142e-02	1.245234e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.234877e+01	-4.550634e+01	3.824977e+01	-1.635564e+01	-4.029738e+01	-3.669011e-02	-8.374985e-02	-8.943228e-01
33	1.026597e+00	1.000000e+00	1.000000e+00	trust region too large	-1.865188e+02	-2.091489e+02	4.034754e+01	4.028386e-07	1.181527e-01	3.821188e-01	2.777660e-01	9.734321e-02	1.246193e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.263180e+01	-4.560192e+01	3.825997e+01	-1.640846e+01	-4.034756e+01	-3.679737e-02	-8.398914e-02	-8.948577e-01
34	1.026494e+00	1.000000e+00	1.000000e+00	trust region too large	-1.863047e+02	-2.092105e+02	4.039620e+01	4.033402e-07	1.179934e-01	3.822635e-01	2.777344e-01	9.729650e-02	1.247122e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.290741e+01	-4.569456e+01	3.826977e+01	-1.645971e+01	-4.039622e+01	-3.690132e-02	-8.422164e-02	-8.953759e-01
35	1.026397e+00	1.000000e+00	1.000000e+00	trust region too large	-1.860944e+02	-2.092687e+02	4.044340e+01	4.038265e-07	1.178392e-01	3.824038e-01	2.777038e-01	9.725122e-02	1.248020e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.317583e+01	-4.578440e+01	3.827918e+01	-1.650946e+01	-4.044341e+01	-3.700210e-02	-8.444758e-02	-8.958781e-01
36	1.026303e+00	1.000000e+00	1.000000e+00	trust region too large	-1.858879e+02	-2.093237e+02	4.048918e+01	4.042981e-07	1.176896e-01	3.825400e-01	2.776740e-01	9.720733e-02	1.248890e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.343726e+01	-4.587153e+01	3.828822e+01	-1.655776e+01	-4.048919e+01	-3.709981e-02	-8.466716e-02	-8.963648e-01
37	1.026214e+00	1.000000e+00	1.000000e+00	trust region too large	-1.856851e+02	-2.093757e+02	4.053359e+01	4.047556e-07	1.175447e-01	3.826723e-01	2.776450e-01	9.716477e-02	1.249732e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.369190e+01	-4.595606e+01	3.829691e+01	-1.660466e+01	-4.053361e+01	-3.719459e-02	-8.488062e-02	-8.968367e-01
38	1.026129e+00	1.000000e+00	1.000000e+00	trust region too large	-1.854862e+02	-2.094249e+02	4.057670e+01	4.051995e-07	1.174041e-01	3.828006e-01	2.776169e-01	9.712350e-02	1.250548e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.393996e+01	-4.603807e+01	3.830527e+01	-1.665021e+01	-4.057671e+01	-3.728653e-02	-8.508814e-02	-8.972944e-01
39	1.026047e+00	1.000000e+00	1.000000e+00	trust region too large	-1.852910e+02	-2.094714e+02	4.061854e+01	4.056302e-07	1.172678e-01	3.829253e-01	2.775895e-01	9.708345e-02	1.251339e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.418163e+01	-4.611766e+01	3.831331e+01	-1.669445e+01	-4.061855e+01	-3.737574e-02	-8.528992e-02	-8.977383e-01
40	1.025969e+00	1.000000e+00	1.000000e+00	trust region too large	-1.850995e+02	-2.095154e+02	4.065916e+01	4.060484e-07	1.171356e-01	3.830463e-01	2.775629e-01	9.704460e-02	1.252106e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.441708e+01	-4.619491e+01	3.832104e+01	-1.673743e+01	-4.065917e+01	-3.746232e-02	-8.548614e-02	-8.981690e-01
41	1.025895e+00	1.000000e+00	1.000000e+00	trust region too large	-1.849116e+02	-2.095571e+02	4.069860e+01	4.064543e-07	1.170073e-01	3.831639e-01	2.775370e-01	9.700689e-02	1.252849e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.464650e+01	-4.626991e+01	3.832849e+01	-1.677920e+01	-4.069861e+01	-3.754636e-02	-8.567699e-02	-8.985869e-01
42	1.025823e+00	1.000000e+00	1.000000e+00	trust region too large	-1.847274e+02	-2.095965e+02	4.073691e+01	4.068485e-07	1.168828e-01	3.832781e-01	2.775119e-01	9.697029e-02	1.253569e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.487006e+01	-4.634274e+01	3.833566e+01	-1.681979e+01	-4.073692e+01	-3.762795e-02	-8.586264e-02	-8.989925e-01
43	1.025755e+00	1.000000e+00	1.000000e+00	trust region too large	-1.845469e+02	-2.096338e+02	4.077412e+01	4.072313e-07	1.167620e-01	3.833891e-01	2.774874e-01	9.693475e-02	1.254268e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.508792e+01	-4.641346e+01	3.834257e+01	-1.685924e+01	-4.077413e+01	-3.770718e-02	-8.604324e-02	-8.993862e-01
44	1.025689e+00	1.000000e+00	1.000000e+00	trust region too large	-1.843698e+02	-2.096692e+02	4.081027e+01	4.076031e-07	1.166447e-01	3.834970e-01	2.774635e-01	9.690024e-02	1.254946e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.530024e+01	-4.648216e+01	3.834923e+01	-1.689759e+01	-4.081028e+01	-3.778413e-02	-8.621896e-02	-8.997685e-01
45	1.025627e+00	1.000000e+00	1.000000e+00	trust region too large	-1.841963e+02	-2.097027e+02	4.084540e+01	4.079643e-07	1.165308e-01	3.836018e-01	2.774404e-01	9.686673e-02	1.255604e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.550718e+01	-4.654890e+01	3.835565e+01	-1.693488e+01	-4.084541e+01	-3.785888e-02	-8.638994e-02	-9.001398e-01
46	1.025567e+00	1.000000e+00	1.000000e+00	trust region too large	-1.840263e+02	-2.097344e+02	4.087954e+01	4.083154e-07	1.164201e-01	3.837037e-01	2.774178e-01	9.683417e-02	1.256242e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.570888e+01	-4.661375e+01	3.836184e+01	-1.697114e+01	-4.087954e+01	-3.793150e-02	-8.655634e-02	-9.005003e-01
47	1.025510e+00	1.000000e+00	1.000000e+00	trust region too large	-1.838597e+02	-2.097644e+02	4.091272e+01	4.086565e-07	1.163127e-01	3.838028e-01	2.773958e-01	9.680254e-02	1.256861e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.590550e+01	-4.667677e+01	3.836780e+01	-1.700640e+01	-4.091272e+01	-3.800206e-02	-8.671829e-02	-9.008506e-01
48	1.025455e+00	1.000000e+00	1.000000e+00	trust region too large	-1.836965e+02	-2.097929e+02	4.094497e+01	4.089880e-07	1.162083e-01	3.838991e-01	2.773745e-01	9.677181e-02	1.257463e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.609717e+01	-4.673801e+01	3.837356e+01	-1.704069e+01	-4.094498e+01	-3.807063e-02	-8.687593e-02	-9.011909e-01
49	1.025402e+00	1.000000e+00	1.000000e+00	trust region too large	-1.835366e+02	-2.098199e+02	4.097633e+01	4.093103e-07	1.161069e-01	3.839928e-01	2.773537e-01	9.674194e-02	1.258047e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.628402e+01	-4.679755e+01	3.837912e+01	-1.707405e+01	-4.097634e+01	-3.813729e-02	-8.702938e-02	-9.015216e-01
50	1.025352e+00	1.000000e+00	1.000000e+00	trust region too large	-1.833800e+02	-2.098455e+02	4.100682e+01	4.096237e-07	1.160084e-01	3.840839e-01	2.773334e-01	9.671291e-02	1.258614e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.646618e+01	-4.685543e+01	3.838449e+01	-1.710651e+01	-4.100683e+01	-3.820208e-02	-8.717878e-02	-9.018430e-01
51	1.025304e+00	1.000000e+00	1.000000e+00	trust region too large	-1.832266e+02	-2.098698e+02	4.103648e+01	4.099284e-07	1.159126e-01	3.841725e-01	2.773137e-01	9.668469e-02	1.259165e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.664380e+01	-4.691171e+01	3.838967e+01	-1.713808e+01	-4.103648e+01	-3.826508e-02	-8.732424e-02	-9.021554e-01
52	1.025258e+00	1.000000e+00	1.000000e+00	trust region too large	-1.830765e+02	-2.098929e+02	4.106532e+01	4.102247e-07	1.158196e-01	3.842587e-01	2.772945e-01	9.665725e-02	1.259700e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.681697e+01	-4.696644e+01	3.839467e+01	-1.716881e+01	-4.106533e+01	-3.832634e-02	-8.746589e-02	-9.024591e-01
53	1.025214e+00	1.000000e+00	1.000000e+00	trust region too large	-1.829294e+02	-2.099147e+02	4.109338e+01	4.105129e-07	1.157291e-01	3.843425e-01	2.772758e-01	9.663057e-02	1.260220e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.698583e+01	-4.701967e+01	3.839951e+01	-1.719871e+01	-4.109338e+01	-3.838591e-02	-8.760382e-02	-9.027544e-01
54	1.025173e+00	1.000000e+00	1.000000e+00	trust region too large	-1.827854e+02	-2.099354e+02	4.112067e+01	4.107933e-07	1.156411e-01	3.844241e-01	2.772576e-01	9.660462e-02	1.260725e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.715050e+01	-4.707144e+01	3.840418e+01	-1.722782e+01	-4.112068e+01	-3.844385e-02	-8.773816e-02	-9.030415e-01
55	1.025133e+00	1.000000e+00	1.000000e+00	trust region too large	-1.826445e+02	-2.099551e+02	4.114723e+01	4.110660e-07	1.155556e-01	3.845035e-01	2.772399e-01	9.657939e-02	1.261217e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.731107e+01	-4.712180e+01	3.840870e+01	-1.725615e+01	-4.114723e+01	-3.850021e-02	-8.786900e-02	-9.033208e-01
56	1.025095e+00	1.000000e+00	1.000000e+00	trust region too large	-1.825065e+02	-2.099738e+02	4.117307e+01	4.113314e-07	1.154724e-01	3.845808e-01	2.772226e-01	9.655484e-02	1.261694e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.746767e+01	-4.717080e+01	3.841307e+01	-1.728372e+01	-4.117307e+01	-3.855504e-02	-8.799645e-02	-9.035924e-01
57	1.025058e+00	1.000000e+00	1.000000e+00	trust region too large	-1.823715e+02	-2.099915e+02	4.119822e+01	4.115896e-07	1.153915e-01	3.846560e-01	2.772058e-01	9.653096e-02	1.262158e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.762039e+01	-4.721848e+01	3.841729e+01	-1.731057e+01	-4.119822e+01	-3.860839e-02	-8.812060e-02	-9.038566e-01
58	1.025024e+00	1.000000e+00	1.000000e+00	trust region too large	-1.822394e+02	-2.100083e+02	4.122269e+01	4.118408e-07	1.153128e-01	3.847292e-01	2.771894e-01	9.650772e-02	1.262609e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.776935e+01	-4.726487e+01	3.842138e+01	-1.733671e+01	-4.122270e+01	-3.866030e-02	-8.824155e-02	-9.041136e-01
59	1.024991e+00	1.000000e+00	1.000000e+00	trust region too large	-1.821100e+02	-2.100243e+02	4.124652e+01	4.120854e-07	1.152362e-01	3.848004e-01	2.771734e-01	9.648511e-02	1.263048e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.791463e+01	-4.731002e+01	3.842533e+01	-1.736217e+01	-4.124652e+01	-3.871082e-02	-8.835938e-02	-9.043637e-01
60	1.024960e+00	1.000000e+00	1.000000e+00	trust region too large	-1.819835e+02	-2.100394e+02	4.126971e+01	4.123235e-07	1.151617e-01	3.848698e-01	2.771579e-01	9.646311e-02	1.263475e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.805633e+01	-4.735397e+01	3.842916e+01	-1.738695e+01	-4.126971e+01	-3.875998e-02	-8.847420e-02	-9.046071e-01
61	1.024930e+00	1.000000e+00	1.000000e+00	trust region too large	-1.818596e+02	-2.100538e+02	4.129229e+01	4.125552e-07	1.150892e-01	3.849374e-01	2.771427e-01	9.644170e-02	1.263890e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.819455e+01	-4.739675e+01	3.843286e+01	-1.741109e+01	-4.129229e+01	-3.880784e-02	-8.858608e-02	-9.048439e-01
62	1.024902e+00	1.000000e+00	1.000000e+00	trust region too large	-1.817384e+02	-2.100675e+02	4.131427e+01	4.127808e-07	1.150187e-01	3.850031e-01	2.771280e-01	9.642085e-02	1.264294e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.832938e+01	-4.743839e+01	3.843645e+01	-1.743461e+01	-4.131427e+01	-3.885443e-02	-8.869510e-02	-9.050744e-01
63	1.024876e+00	1.000000e+00	1.000000e+00	trust region too large	-1.816199e+02	-2.100805e+02	4.133567e+01	4.130004e-07	1.149500e-01	3.850672e-01	2.771136e-01	9.640056e-02	1.264687e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.846091e+01	-4.747893e+01	3.843992e+01	-1.745751e+01	-4.133568e+01	-3.889978e-02	-8.880134e-02	-9.052988e-01
64	1.024851e+00	1.000000e+00	1.000000e+00	trust region too large	-1.815039e+02	-2.100928e+02	4.135652e+01	4.132143e-07	1.148832e-01	3.851296e-01	2.770995e-01	9.638081e-02	1.265069e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.858921e+01	-4.751840e+01	3.844329e+01	-1.747982e+01	-4.135652e+01	-3.894394e-02	-8.890489e-02	-9.055172e-01
65	1.024828e+00	1.000000e+00	1.000000e+00	trust region too large	-1.813905e+02	-2.101046e+02	4.137682e+01	4.134226e-07	1.148182e-01	3.851903e-01	2.770859e-01	9.636158e-02	1.265441e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.871439e+01	-4.755684e+01	3.844654e+01	-1.750155e+01	-4.137682e+01	-3.898693e-02	-8.900581e-02	-9.057298e-01
