RTO_iter	rho	tr	tr_adjusted	event	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
66	1.024694e+00	1.000000e+00	1.000000e+00	trust region too large	-1.806053e+02	-2.101766e+02	4.151491e+01	4.148389e-07	1.143765e-01	3.856036e-01	2.769926e-01	9.623089e-02	1.267963e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.957153e+01	-4.781815e+01	3.846826e+01	-1.764957e+01	-4.151491e+01	-3.927923e-02	-8.969442e-02	-9.071743e-01
67	1.024682e+00	1.000000e+00	1.000000e+00	trust region too large	-1.805116e+02	-2.101842e+02	4.153113e+01	4.150051e-07	1.143248e-01	3.856522e-01	2.769817e-01	9.621555e-02	1.268258e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.967284e+01	-4.784881e+01	3.847076e+01	-1.766697e+01	-4.153113e+01	-3.931353e-02	-8.977552e-02	-9.073437e-01
68	1.024671e+00	1.000000e+00	1.000000e+00	trust region too large	-1.804199e+02	-2.101914e+02	4.154693e+01	4.151672e-07	1.142743e-01	3.856995e-01	2.769710e-01	9.620061e-02	1.268546e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.977169e+01	-4.787870e+01	3.847319e+01	-1.768393e+01	-4.154693e+01	-3.934695e-02	-8.985461e-02	-9.075088e-01
69	1.024661e+00	1.000000e+00	1.000000e+00	trust region too large	-1.803303e+02	-2.101983e+02	4.156233e+01	4.153251e-07	1.142252e-01	3.857456e-01	2.769605e-01	9.618606e-02	1.268826e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.986816e+01	-4.790782e+01	3.847554e+01	-1.770047e+01	-4.156233e+01	-3.937952e-02	-8.993173e-02	-9.076696e-01
70	1.024653e+00	1.000000e+00	1.000000e+00	trust region too large	-1.802427e+02	-2.102048e+02	4.157734e+01	4.154789e-07	1.141774e-01	3.857906e-01	2.769503e-01	9.617187e-02	1.269099e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.996230e+01	-4.793619e+01	3.847782e+01	-1.771659e+01	-4.157734e+01	-3.941127e-02	-9.000694e-02	-9.078263e-01
71	1.024645e+00	1.000000e+00	1.000000e+00	trust region too large	-1.801570e+02	-2.102110e+02	4.159197e+01	4.156289e-07	1.141307e-01	3.858344e-01	2.769404e-01	9.615805e-02	1.269365e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.005418e+01	-4.796385e+01	3.848004e+01	-1.773231e+01	-4.159198e+01	-3.944220e-02	-9.008028e-02	-9.079790e-01
72	1.024639e+00	1.000000e+00	1.000000e+00	trust region too large	-1.800732e+02	-2.102169e+02	4.160624e+01	4.157751e-07	1.140853e-01	3.858771e-01	2.769307e-01	9.614458e-02	1.269623e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.014384e+01	-4.799081e+01	3.848219e+01	-1.774763e+01	-4.160624e+01	-3.947235e-02	-9.015182e-02	-9.081278e-01
73	1.024634e+00	1.000000e+00	1.000000e+00	trust region too large	-1.799913e+02	-2.102225e+02	4.162014e+01	4.159176e-07	1.140410e-01	3.859187e-01	2.769213e-01	9.613145e-02	1.269876e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.023134e+01	-4.801708e+01	3.848429e+01	-1.776257e+01	-4.162014e+01	-3.950174e-02	-9.022159e-02	-9.082729e-01
74	1.024631e+00	1.000000e+00	1.000000e+00	trust region too large	-1.799112e+02	-2.102279e+02	4.163369e+01	4.160565e-07	1.139978e-01	3.859593e-01	2.769121e-01	9.611865e-02	1.270122e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.031675e+01	-4.804269e+01	3.848632e+01	-1.777714e+01	-4.163369e+01	-3.953038e-02	-9.028964e-02	-9.084142e-01
75	1.024628e+00	1.000000e+00	1.000000e+00	trust region too large	-1.798330e+02	-2.102329e+02	4.164691e+01	4.161919e-07	1.139558e-01	3.859989e-01	2.769031e-01	9.610618e-02	1.270361e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.040010e+01	-4.806766e+01	3.848829e+01	-1.779134e+01	-4.164691e+01	-3.955830e-02	-9.035602e-02	-9.085520e-01
76	1.024626e+00	1.000000e+00	1.000000e+00	trust region too large	-1.797564e+02	-2.102378e+02	4.165979e+01	4.163239e-07	1.139148e-01	3.860374e-01	2.768943e-01	9.609402e-02	1.270594e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.048145e+01	-4.809199e+01	3.849020e+01	-1.780519e+01	-4.165979e+01	-3.958552e-02	-9.042077e-02	-9.086863e-01
77	1.024626e+00	1.000000e+00	1.000000e+00	trust region too large	-1.796816e+02	-2.102424e+02	4.167235e+01	4.164526e-07	1.138748e-01	3.860750e-01	2.768858e-01	9.608216e-02	1.270822e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.056086e+01	-4.811572e+01	3.849207e+01	-1.781870e+01	-4.167235e+01	-3.961206e-02	-9.048393e-02	-9.088172e-01
78	1.024627e+00	1.000000e+00	1.000000e+00	trust region too large	-1.796085e+02	-2.102468e+02	4.168460e+01	4.165781e-07	1.138359e-01	3.861117e-01	2.768774e-01	9.607061e-02	1.271043e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.063836e+01	-4.813885e+01	3.849388e+01	-1.783187e+01	-4.168460e+01	-3.963794e-02	-9.054554e-02	-9.089448e-01
79	1.024629e+00	1.000000e+00	1.000000e+00	trust region too large	-1.795370e+02	-2.102509e+02	4.169654e+01	4.167005e-07	1.137979e-01	3.861475e-01	2.768693e-01	9.605934e-02	1.271259e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.071401e+01	-4.816141e+01	3.849563e+01	-1.784472e+01	-4.169654e+01	-3.966316e-02	-9.060565e-02	-9.090692e-01
80		1.000000e+00			-1.794672e+02	-2.102549e+02	4.170818e+01	4.168198e-07	1.137609e-01	3.861824e-01	2.768614e-01	9.604835e-02	1.271470e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.078784e+01	-4.818340e+01	3.849734e+01	-1.785725e+01	-4.170818e+01	-3.968776e-02	-9.066429e-02	-9.091905e-01
