RTO_iter	rho	tr	tr_adjusted	event	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
70	-1.000000e+00	1.953125e-03	9.765625e-04		-1.784937e+02	-2.102995e+02	4.186761e+01	4.184527e-07	1.132553e-01	3.866598e-01	2.767524e-01	9.589813e-02	1.274343e-01												
71	-1.000000e+00	9.765625e-04	4.882812e-04		-1.784937e+02	-2.102995e+02	4.186761e+01	4.184527e-07	1.132553e-01	3.866598e-01	2.767524e-01	9.589813e-02	1.274343e-01												
72	-1.000000e+00	4.882812e-04	2.441406e-04		-1.784937e+02	-2.102995e+02	4.186761e+01	4.184527e-07	1.132553e-01	3.866598e-01	2.767524e-01	9.589813e-02	1.274343e-01												
73	-1.000000e+00	2.441406e-04	1.220703e-04		-1.784937e+02	-2.102995e+02	4.186761e+01	4.184527e-07	1.132553e-01	3.866598e-01	2.767524e-01	9.589813e-02	1.274343e-01												
74	-1.000000e+00	1.220703e-04	6.103516e-05		-1.784989e+02	-2.102995e+02	4.186717e+01	4.184527e-07	1.132218e-01	3.866849e-01	2.767588e-01	9.590184e-02	1.274327e-01												
75	-1.000000e+00	6.103516e-05	3.051758e-05		-1.785080e+02	-2.102994e+02	4.186584e+01	4.184527e-07	1.132123e-01	3.866910e-01	2.767622e-01	9.590438e-02	1.274301e-01												
76	-1.000000e+00	3.051758e-05	1.525879e-05		-1.785153e+02	-2.102993e+02	4.186456e+01	4.184527e-07	1.132235e-01	3.866816e-01	2.767619e-01	9.590492e-02	1.274281e-01												
77	-1.000000e+00	1.525879e-05	7.629395e-06		-1.785179e+02	-2.102993e+02	4.186410e+01	4.184527e-07	1.132285e-01	3.866775e-01	2.767616e-01	9.590501e-02	1.274274e-01												
78	-1.000000e+00	7.629395e-06	3.814697e-06		-1.785186e+02	-2.102992e+02	4.186398e+01	4.184527e-07	1.132300e-01	3.866763e-01	2.767615e-01	9.590503e-02	1.274272e-01												
79	-1.000000e+00	3.814697e-06	1.907349e-06		-1.785188e+02	-2.102992e+02	4.186394e+01	4.184527e-07	1.132303e-01	3.866760e-01	2.767615e-01	9.590503e-02	1.274271e-01												
80		1.907349e-06			-1.785188e+02	-2.102992e+02	4.186394e+01	4.184527e-07	1.132304e-01	3.866760e-01	2.767615e-01	9.590503e-02	1.274271e-01												
