RTO_iter	profit	XFr_A_unmodified	XFr_A	XFr_B_unmodified	XFr_B	XFr_E_unmodified	XFr_E	XFr_P_unmodified	XFr_P	XFr_G_unmodified	XFr_G	Ka1	Ka2	Kb1	Kb2	XFr_A_eps	Fb_XFr_A_lam	Tr_XFr_A_lam	XFr_B_eps	Fb_XFr_B_lam	Tr_XFr_B_lam	XFr_E_eps	Fb_XFr_E_lam	Tr_XFr_E_lam	XFr_P_eps	Fb_XFr_P_lam	Tr_XFr_P_lam	XFr_G_eps	Fb_XFr_G_lam	Tr_XFr_G_lam
10	-1.847290e+02	1.022379e-01	1.108690e-01	3.671287e-01	3.839564e-01	2.978368e-01	2.814433e-01	1.069793e-01	1.097641e-01	1.258174e-01	9.287273e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	8.648037e-03	6.918992e-03	3.901010e-04	1.684846e-02	1.184020e-02	-1.315819e-04	-1.640085e-02	-9.842421e-03	1.043366e-03	2.787475e-03	-4.466903e-03	1.011462e-03	-3.296370e-02	-1.362924e-03	-1.469338e-03
11	-1.859486e+02	9.931727e-02	1.084360e-01	3.668612e-01	3.840243e-01	2.987769e-01	2.826883e-01	1.065604e-01	1.098200e-01	1.284842e-01	9.457235e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	9.135069e-03	6.718326e-03	3.805529e-04	1.718276e-02	1.155608e-02	-1.408822e-04	-1.609537e-02	-9.675504e-03	1.042870e-03	3.262510e-03	-4.446990e-03	1.011352e-03	-3.393059e-02	-1.172287e-03	-1.469750e-03
12	-1.869327e+02	9.670030e-02	1.062539e-01	3.666917e-01	3.841514e-01	2.995744e-01	2.837624e-01	1.061640e-01	1.098531e-01	1.308696e-01	9.608429e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	9.569116e-03	6.533705e-03	3.712809e-04	1.747820e-02	1.129394e-02	-1.499862e-04	-1.581816e-02	-9.520478e-03	1.042534e-03	3.692093e-03	-4.429028e-03	1.010691e-03	-3.480353e-02	-9.936325e-04	-1.468272e-03
13	-1.877246e+02	9.436125e-02	1.043014e-01	3.665999e-01	3.843210e-01	3.002500e-01	2.846882e-01	1.057930e-01	1.098690e-01	1.329959e-01	9.742527e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	9.954832e-03	6.364751e-03	3.624060e-04	1.773851e-02	1.105347e-02	-1.587569e-04	-1.556737e-02	-9.377431e-03	1.042326e-03	4.079064e-03	-4.412839e-03	1.009640e-03	-3.558824e-02	-8.276284e-04	-1.465433e-03
14	-1.883604e+02	9.227480e-02	1.025579e-01	3.665688e-01	3.845199e-01	3.008217e-01	2.854857e-01	1.054489e-01	1.098723e-01	1.348858e-01	9.861155e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.029685e-02	6.210833e-03	3.540115e-04	1.796743e-02	1.083392e-02	-1.670979e-04	-1.534116e-02	-9.246166e-03	1.042219e-03	4.426461e-03	-4.398263e-03	1.008329e-03	-3.629112e-02	-6.744594e-04	-1.461660e-03
15	-1.888702e+02	9.041666e-02	1.010035e-01	3.665844e-01	3.847377e-01	3.013053e-01	2.861722e-01	1.051322e-01	1.098666e-01	1.365615e-01	9.965865e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.059963e-02	6.071144e-03	3.461487e-04	1.816850e-02	1.063428e-02	-1.749468e-04	-1.513774e-02	-9.126277e-03	1.042191e-03	4.737412e-03	-4.385155e-03	1.006861e-03	-3.691884e-02	-5.339494e-04	-1.457297e-03
16	-1.892784e+02	8.876393e-02	9.961942e-02	3.666353e-01	3.849663e-01	3.017142e-01	2.867632e-01	1.048424e-01	1.098545e-01	1.380441e-01	1.005811e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.086739e-02	5.944770e-03	3.388439e-04	1.834506e-02	1.045337e-02	-1.822685e-04	-1.495533e-02	-9.017208e-03	1.042225e-03	5.015032e-03	-4.373383e-03	1.005316e-03	-3.747810e-02	-4.056641e-04	-1.452610e-03
17	-1.896051e+02	8.729531e-02	9.838834e-02	3.667122e-01	3.851994e-01	3.020600e-01	2.872717e-01	1.045788e-01	1.098383e-01	1.393537e-01	1.013925e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.110401e-02	5.830739e-03	3.321032e-04	1.850012e-02	1.028990e-02	-1.890493e-04	-1.479222e-02	-8.918312e-03	1.042305e-03	5.262354e-03	-4.362824e-03	1.003752e-03	-3.797539e-02	-2.889955e-04	-1.447799e-03
18	-1.898666e+02	8.599124e-02	9.729417e-02	3.668075e-01	3.854321e-01	3.023525e-01	2.877093e-01	1.043399e-01	1.098196e-01	1.405088e-01	1.021051e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.131305e-02	5.728069e-03	3.259185e-04	1.863641e-02	1.014251e-02	-1.952915e-04	-1.464672e-02	-8.828888e-03	1.042420e-03	5.482274e-03	-4.353368e-03	1.002214e-03	-3.841690e-02	-1.832289e-04	-1.443013e-03
19	-1.900759e+02	8.483386e-02	9.632228e-02	3.669154e-01	3.856609e-01	3.025998e-01	2.880858e-01	1.041244e-01	1.097995e-01	1.415265e-01	1.027302e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.149769e-02	5.635790e-03	3.202709e-04	1.875631e-02	1.000990e-02	-2.010092e-04	-1.451724e-02	-8.748214e-03	1.042560e-03	5.677518e-03	-4.344909e-03	1.000733e-03	-3.880842e-02	-8.759367e-05	-1.438358e-03
20	-1.902436e+02	8.380703e-02	9.545938e-02	3.670312e-01	3.858832e-01	3.028091e-01	2.884098e-01	1.039305e-01	1.097789e-01	1.424221e-01	1.032780e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.166080e-02	5.552967e-03	3.151343e-04	1.886194e-02	9.890754e-03	-2.062245e-04	-1.440227e-02	-8.675574e-03	1.042718e-03	5.850619e-03	-4.337353e-03	9.993273e-04	-3.915527e-02	-1.300694e-06	-1.433906e-03
